,cutoffs,scores
0,0.1,0.275527950310559
1,0.2,0.27653769841269843
2,0.30000000000000004,0.27810945273631843
3,0.4,0.2833624345223248
4,0.5,0.2798424809254246
5,0.6,0.28543111992071357
6,0.7000000000000001,0.29057071960297765
7,0.8,0.29840319361277445
8,0.9,0.2960477255779269
